INSERT INTO `alumno` VALUES ('20150001', 'Almaraz', 'Remigio', 'Manuel Alejandro', 'Ma Elena', 'priv macadamia', 'Huehuetoca', 54689, '5519093222', '5545746226', '15/16');
INSERT INTO `alumno` VALUES ('20150587', 'MURGAS', 'ESCANDON', 'NINI', 'LILIANA', 'Calle constinuacion 87', 'Huehuetoca', 58999, '216540655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150588', 'MURILLO', 'GIRALDO', 'ALVARO', 'GUSTAVO', 'Calle constinuacion 88', 'Coacalco', 57211, '212541655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150589', 'NAGED', 'SANDERS', 'JHULIANA', 'MIGUEL', 'Calle constinuacion 89', 'Tultitlan', 55423, '208542655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150590', 'NAKHLEH', 'MONTENEGRO', 'YAMIL', 'LUZ', 'Calle constinuacion 90', 'Cuatitlan', 53635, '204543655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150591', 'NARANJO', 'PARRA', 'DIEGO', 'LU', 'Calle constinuacion 91', 'Naucalpan', 51847, '200544655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150592', 'NARANJO', 'PARRA', 'MAR', 'BEATRIZ', 'Calle constinuacion 92', 'Huehuetoca', 50059, '196545655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150593', 'NARANJO', 'PENA', 'MONICA', 'CLAUDIA', 'Calle constinuacion 93', 'Coacalco', 48271, '192546655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150594', 'NARANJO', 'SILVA', 'ISMAEL', 'MAR', 'Calle constinuacion 94', 'Tultitlan', 46483, '188547655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150595', 'NAVARRETE', 'DE', 'CARRILLO', 'ANA', 'Calle constinuacion 95', 'Cuatitlan', 44695, '184548655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150596', 'NAVARRO', 'BURGOS', 'WILIAM', 'EUCARIS', 'Calle constinuacion 96', 'Huehuetoca', 54122, '180549655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150597', 'NAVARRO', 'OCAMPO', 'ANDREA', 'GERMAN', 'Calle constinuacion 97', 'Coacalco', 5199, '176550655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150598', 'NEIRA', 'ARAGON', 'VICTOR', 'ANGELICA', 'Calle constinuacion 98', 'Tultitlan', 58999, '172551655.7', '172551655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150599', 'NEIRA', 'PENALOZA', 'JOS', 'JUAN', 'Calle constinuacion 99', 'Cuatitlan', 57211, '168552655.7', '168552655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150600', 'NIETO', 'ECHEVERRY', 'ALVARO', 'RUGGIERO', 'Calle constinuacion 100', 'Naucalpan', 55423, '164553655.7', '164553655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150601', 'NIETO', 'MORENO', 'CAROLINA', 'MAR', 'Calle constinuacion 101', 'Huehuetoca', 53635, '160554655.7', '160554655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150602', 'NOVA', 'GORDILLO', 'GINA', 'EDNA', 'Calle constinuacion 102', 'Coacalco', 51847, '156555655.7', '156555655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150603', 'OBREGOZO', 'GUERRERO', 'JUAN', 'ADRIANA', 'Calle constinuacion 103', 'Tultitlan', 50059, '152556655.7', '152556655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150604', 'OCAMPO', 'PINILLA', 'PAULA', 'RICARDO', 'Calle constinuacion 104', 'Cuatitlan', 48271, '148557655.7', '148557655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150605', 'OCAMPO', 'PIZARRO', 'GLORIA', 'JAIME', 'Calle constinuacion 105', 'Naucalpan', 46483, '144558655.7', '144558655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150606', 'OCHOA', 'ESCOBAR', 'IRMA', 'LU', 'Calle constinuacion 106', 'Huehuetoca', 44695, '140559655.7', '140559655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150607', 'OCHOA', 'G', 'MAR', 'BEATRIZ', 'Calle constinuacion 107', 'Coacalco', 42907, '136560655.7', '136560655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150608', 'OLARTE', 'HENAO', 'JOHN', 'JULIAN', 'Calle constinuacion 108', 'Tultitlan', 41119, '132561655.7', '132561655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150609', 'ORBEGOZO', 'GUERRERO', 'DIANA', 'ANTONIO', 'Calle constinuacion 109', 'Cuatitlan', 39331, '128562655.7', '128562655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150610', 'ORDONEZ', 'CIFUENTES', 'EMERSON', 'SANDRA', 'Calle constinuacion 110', 'Naucalpan', 37543, '124563655.7', '124563655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150611', 'ORREGO', 'MURILLO', 'EDUARDO', 'LU', 'Calle constinuacion 111', 'Huehuetoca', 35755, '120564655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150612', 'ORTEGA', 'REDONDO', 'GERARDO', 'ARMANDO', 'Calle constinuacion 112', 'Coacalco', 33967, '116565655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150613', 'ORTIZ', 'BARRAGAN', 'LU', 'SILVA', 'Calle constinuacion 113', 'Tultitlan', 32179, '112566655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150614', 'ORTIZ', 'GARNICA', 'HOLMES', 'VALERIA', 'Calle constinuacion 114', 'Cuatitlan', 30391, '108567655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150615', 'ORTIZ', 'MAGANA', 'JAIME', 'STUARTH', 'Calle constinuacion 115', 'Huehuetoca', 28603, '104568655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150616', 'ORTIZ', 'PINTO', 'XIMENA', 'GONZ', 'Calle constinuacion 116', 'Coacalco', 26815, '100569655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150617', 'OSORIO', '', 'GUSTAVO', 'OLGA', 'Calle constinuacion 117', 'Tultitlan', 25027, '559120989', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150618', 'OSORIO', 'QUICENO', 'OMAR', 'PABLO', 'Calle constinuacion 118', 'Cuatitlan', 23239, '559122989', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150619', 'OSORIO', 'SOTO', 'ALFREDO', 'JUAN', 'Calle constinuacion 119', 'Naucalpan', 21451, '551122989', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150620', 'OVIEDO', 'JIM', 'ELKIN', 'ANA', 'Calle constinuacion 120', 'Huehuetoca', 19663, '548457655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150621', 'PABON', 'PARRA', 'MAR', 'ANDR', 'Calle constinuacion 121', 'Coacalco', 17875, '544458655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150622', 'PABON', 'ZAMORA', 'SERGIO', 'WILFRAN', 'Calle constinuacion 122', 'Tultitlan', 16087, '540459655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150623', 'P', 'R', 'MARTHA', 'ISABEL', 'Calle constinuacion 123', 'Cuatitlan', 14299, '536460655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150624', 'PAIBA', 'VERGARA', 'CARLOS', 'OSCAR', 'Calle constinuacion 124', 'Naucalpan', 12511, '532461655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150625', 'PALLARES', 'PARRA', 'ADOLFO', 'HECTOR', 'Calle constinuacion 125', 'Huehuetoca', 10723, '528462655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150626', 'PARADA', 'CANAL', 'NICOL', 'ARMANDO', 'Calle constinuacion 126', 'Coacalco', 58999, '524463655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150627', 'PAREDES', 'BEDOYA', 'CLARA', 'WILSON', 'Calle constinuacion 127', 'Tultitlan', 57211, '520464655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150628', 'PAREJA', 'FERN', 'ROSAMELIA', 'MAR', 'Calle constinuacion 128', 'Cuatitlan', 55423, '516465655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150629', 'PAREJA', 'GAVIRIA', 'ANDR', 'MARCO', 'Calle constinuacion 129', 'Naucalpan', 53635, '512466655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150630', 'PARRA', 'YURRY', 'SORAYA', 'FELIX', 'Calle constinuacion 130', 'Huehuetoca', 51847, '508467655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150631', 'PARRA', 'BETANCUR', 'CARLOS', 'MAR', 'Calle constinuacion 131', 'Coacalco', 50059, '504468655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150632', 'PARRA', 'CASTA', 'SEBASTI', 'GILBERTO', 'Calle constinuacion 132', 'Tultitlan', 48271, '500469655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150633', 'PASCUAS', 'DUSSAN', 'MIGUEL', 'MELISSA', 'Calle constinuacion 133', 'Cuatitlan', 46483, '496470655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150634', 'PATI', 'ARIAS', 'JOHN', 'MARTA', 'Calle constinuacion 134', 'Huehuetoca', 44695, '492471655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150635', 'PELAEZ', 'ARROYAVE', 'ANGELA', 'RECAREDO', 'Calle constinuacion 135', 'Coacalco', 42907, '488472655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150636', 'PERALTA', 'ARANGUREN', 'KAREN', 'DAVID', 'Calle constinuacion 136', 'Tultitlan', 41119, '559120989', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150637', 'PERALTA', 'IZQUIERDO', 'JULIAN', 'MAR', 'Calle constinuacion 137', 'Cuatitlan', 39331, '559122989', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150638', 'PERDOMO', 'CABRERA', 'MIGUEL', 'GIOVANNI', 'Calle constinuacion 138', 'Naucalpan', 37543, '551122989', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150639', 'PEREA', 'HENAO', 'PAOLA', 'JUAN', 'Calle constinuacion 139', 'Huehuetoca', 35755, '548457655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150640', 'P', 'MONTOYA', 'CARLOS', 'CARLOS', 'Calle constinuacion 140', 'Coacalco', 33967, '544458655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150641', 'P', 'P', 'DIANA', 'EDUARDO', 'Calle constinuacion 141', 'Tultitlan', 32179, '540459655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150642', 'P', 'PATI', 'JAIME', 'CARLOS', 'Calle constinuacion 142', 'Cuatitlan', 30391, '536460655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150643', 'P', 'SIERRA', 'MARGARITA', 'MAR', 'Calle constinuacion 143', 'Naucalpan', 28603, '532461655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150644', 'PIMENTEL', 'GARC', 'WILLIAM', 'MARGGIE', 'Calle constinuacion 144', 'Huehuetoca', 42907, '528462655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150645', 'PIMIENTA', 'MORENO', 'ADRIANA', 'DIANA', 'Calle constinuacion 145', 'Coacalco', 41119, '524463655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150646', 'PINEDA', 'CARDONA', 'MARGARITA', 'ANDR', 'Calle constinuacion 146', 'Tultitlan', 39331, '520464655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150647', 'PINEDA', 'DE', 'VALLEJO', 'CARMEN', 'Calle constinuacion 147', 'Cuatitlan', 37543, '516465655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150648', 'PINEDA', 'RAM', 'SANDRA', 'ELIANA', 'Calle constinuacion 148', 'Naucalpan', 35755, '512466655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150649', 'PINILLA', 'SATIZABAL', 'MARIO', 'LAURA', 'Calle constinuacion 149', 'Huehuetoca', 33967, '508467655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150650', 'PINTO', 'PINTO', 'SAMUEL', 'COWAN', 'Calle constinuacion 150', 'Coacalco', 32179, '504468655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150651', 'PINZ', 'D', 'CARLOS', 'VALENTINA', 'Calle constinuacion 151', 'Tultitlan', 30391, '500469655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150652', 'PINZ', 'MILLAN', 'MAR', 'OIBAR', 'Calle constinuacion 152', 'Cuatitlan', 28603, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150653', 'PITA', 'GAONA', 'MARGGIE', 'MARTHA', 'Calle constinuacion 153', 'Huehuetoca', 26815, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150654', 'POMBO', 'UREGUI', 'DIANA', 'MARTHA', 'Calle constinuacion 154', 'Coacalco', 25027, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150655', 'PORRA', 'D', 'ANDR', 'HELMUT', 'Calle constinuacion 155', 'Tultitlan', 23239, '484473655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150656', 'PORRAS', 'REMOLINA', 'CARMEN', 'JOS', 'Calle constinuacion 156', 'Cuatitlan', 21451, '480474655.7', '480474655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150657', 'POUCHARD', 'GARC', 'ELIANA', 'ANDREA', 'Calle constinuacion 157', 'Naucalpan', 19663, '476475655.7', '476475655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150658', 'PRADA', 'CABRA', 'LAURA', 'GABRIEL', 'Calle constinuacion 158', 'Huehuetoca', 17875, '472476655.7', '472476655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150659', 'PRADA', 'DE', 'COWAN', 'CARMELITA', 'Calle constinuacion 159', 'Coacalco', 16087, '468477655.7', '468477655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150660', 'PRADO', 'L', 'VALENTINA', 'WILLIAM', 'Calle constinuacion 160', 'Tultitlan', 50059, '464478655.7', '464478655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150661', 'PRADO', 'VALENCIA', 'OIBAR', 'DIANA', 'Calle constinuacion 161', 'Cuatitlan', 48271, '460479655.7', '460479655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150662', 'PRIETO', 'FERREIRA', 'MARTHA', 'OVIDIO', 'Calle constinuacion 162', 'Naucalpan', 46483, '456480655.7', '456480655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150663', 'PRIETO', 'G', 'MARTHA', 'MAR', 'Calle constinuacion 163', 'Huehuetoca', 44695, '452481655.7', '452481655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150664', 'PRIETO', 'RODR', 'HELMUT', 'MAR', 'Calle constinuacion 164', 'Coacalco', 42907, '448482655.7', '448482655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150665', 'PULGARIN', 'DAVILA', 'JOS', 'MAR', 'Calle constinuacion 165', 'Tultitlan', 41119, '444483655.7', '444483655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150666', 'PUPIALES', 'LERMA', 'ANDREA', 'SONIA', 'Calle constinuacion 166', 'Cuatitlan', 39331, '440484655.7', '440484655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150667', 'PUYANA', 'PAZ', 'GABRIEL', 'JUAN', 'Calle constinuacion 167', 'Naucalpan', 37543, '436485655.7', '436485655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150668', 'QUINTERO', 'MARIN', 'CARMELITA', 'LEIDY', 'Calle constinuacion 168', 'Huehuetoca', 35755, '432486655.7', '432486655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150669', 'QUINTERO', 'PINILLOS', 'WILLIAM', 'NAYIBE', 'Calle constinuacion 169', 'Coacalco', 33967, '428487655.7', '428487655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150670', 'QUIROGA', 'D', 'DIANA', 'VILMA', 'Calle constinuacion 170', 'Tultitlan', 32179, '424488655.7', '424488655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150671', 'QUIROZ', 'ROJAS', 'OVIDIO', 'ADRIANA', 'Calle constinuacion 171', 'Cuatitlan', 30391, '420489655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150672', 'RAM', 'AVELLANEDA', 'MAR', 'JOS', 'Calle constinuacion 172', 'Huehuetoca', 28603, '416490655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150673', 'RAM', 'CASTILLO', 'MAR', 'HELMER', 'Calle constinuacion 173', 'Coacalco', 26815, '412491655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150674', 'RAM', 'CASTRO', 'MAR', 'JULIAN', 'Calle constinuacion 174', 'Tultitlan', 25027, '408492655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150675', 'RAM', 'CORAL', 'SONIA', 'JAVIER', 'Calle constinuacion 175', 'Cuatitlan', 23239, '404493655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150676', 'RAM', 'GUEVARA', 'JUAN', 'DIANA', 'Calle constinuacion 176', 'Naucalpan', 21451, '400494655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150677', 'RAM', 'URREA', 'LEIDY', 'ALVARO', 'Calle constinuacion 177', 'Huehuetoca', 19663, '396495655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150678', 'RAMOS', 'RIANO', 'NAYIBE', 'MIGUEL', 'Calle constinuacion 178', 'Coacalco', 17875, '392496655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150679', 'RAMOS', 'SOLARTE', 'VILMA', 'ALEXANDER', 'Calle constinuacion 179', 'Tultitlan', 16087, '388497655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150680', 'REINA', 'NINO', 'ADRIANA', 'PIEDAD', 'Calle constinuacion 180', 'Cuatitlan', 54122, '384498655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150681', 'REND', 'PINEDA', 'JOS', 'VICTOR', 'Calle constinuacion 181', 'Naucalpan', 5199, '380499655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150682', 'RENGIFO', 'MART', 'HELMER', 'ANDR', 'Calle constinuacion 182', 'Huehuetoca', 58999, '376500655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150683', 'RENGIJO', 'MERCADO', 'JULIAN', 'DIEGO', 'Calle constinuacion 183', 'Coacalco', 57211, '372501655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150684', 'RENGIJO', 'SALCEDO', 'JAVIER', 'ALEX', 'Calle constinuacion 184', 'Tultitlan', 55423, '368502655.7', '368502655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150685', 'RESTREPO', 'GONZ', 'DIANA', 'BLANCA', 'Calle constinuacion 185', 'Cuatitlan', 53635, '364503655.7', '364503655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150686', 'RESTREPO', 'LONDO', 'ALVARO', 'MERCEDES', 'Calle constinuacion 186', 'Naucalpan', 51847, '360504655.7', '360504655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150687', 'RESTREPO', 'OROZCO', 'MIGUEL', 'ADRIANA', 'Calle constinuacion 187', 'Huehuetoca', 50059, '356505655.7', '356505655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150688', 'RESTREPO', 'PRADO', 'ALEXANDER', 'RAM', 'Calle constinuacion 188', 'Coacalco', 48271, '352506655.7', '352506655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150689', 'RESTREPO', 'RESTREPO', 'PIEDAD', 'JUAN', 'Calle constinuacion 189', 'Tultitlan', 46483, '348507655.7', '348507655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150690', 'RESTREPO', 'RIVERA', 'VICTOR', 'NATXI', 'Calle constinuacion 190', 'Cuatitlan', 44695, '344508655.7', '344508655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150691', 'RESTREPO', 'RODR', 'ANDR', 'CARLOS', 'Calle constinuacion 191', 'Huehuetoca', 54122, '340509655.7', '340509655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150692', 'RESTREPO', 'ROMERO', 'DIEGO', 'MELISA', 'Calle constinuacion 192', 'Coacalco', 5199, '336510655.7', '336510655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150693', 'RESTREPO', 'S', 'ALEX', 'ALEXANDER', 'Calle constinuacion 193', 'Tultitlan', 58999, '332511655.7', '332511655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150694', 'RESTREPO', 'SEPULVEDA', 'BLANCA', 'MARTHA', 'Calle constinuacion 194', 'Cuatitlan', 57211, '328512655.7', '328512655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150695', 'REY', 'ANGEL', 'MERCEDES', 'CORREA', 'Calle constinuacion 195', 'Naucalpan', 55423, '324513655.7', '324513655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150696', 'REYES', 'CASTELBLANCO', 'ADRIANA', 'LIZETTE', 'Calle constinuacion 196', 'Huehuetoca', 53635, '320514655.7', '320514655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150697', 'REYES', 'DE', 'RAM', 'HERNAN', 'Calle constinuacion 197', 'Coacalco', 51847, '316515655.7', '316515655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150698', 'REYES', 'PATI', 'JUAN', 'AUGUSTO', 'Calle constinuacion 198', 'Tultitlan', 50059, '312516655.7', '312516655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150699', 'REYES', 'RUSSI', 'NATXI', 'CAROL', 'Calle constinuacion 199', 'Cuatitlan', 48271, '308517655.7', '308517655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150700', 'RHENALS', 'DORIA', 'CARLOS', 'AUGUSTO', 'Calle constinuacion 200', 'Naucalpan', 46483, '304518655.7', '304518655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150701', 'RICCI', 'NARANJO', 'MELISA', 'ROBINSON', 'Calle constinuacion 201', 'Huehuetoca', 44695, '300519655.7', '300519655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150702', 'RINC', 'GARC', 'ALEXANDER', 'JONATHAN', 'Calle constinuacion 202', 'Coacalco', 42907, '296520655.7', '296520655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150703', 'RINC', 'MARTIN', 'MARTHA', 'MAURICIO', 'Calle constinuacion 203', 'Tultitlan', 41119, '292521655.7', '292521655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150704', 'R', 'DE', 'CORREA', 'JORGE', 'Calle constinuacion 204', 'Cuatitlan', 39331, '288522655.7', '288522655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150705', 'R', 'SAFI', 'LIZETTE', 'LORNA', 'Calle constinuacion 205', 'Naucalpan', 37543, '284523655.7', '284523655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150706', 'R', 'SALDARRIAGA', 'HERNAN', 'JHON', 'Calle constinuacion 206', 'Huehuetoca', 35755, '280524655.7', '280524655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150707', 'R', 'VELILLA', 'AUGUSTO', 'JUAN', 'Calle constinuacion 207', 'Coacalco', 33967, '276525655.7', '276525655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150708', 'R', 'VALENCIA', 'CAROL', 'LEAL', 'Calle constinuacion 208', 'Tultitlan', 32179, '272526655.7', '272526655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150709', 'R', 'VELILLA', 'AUGUSTO', 'JORGE', 'Calle constinuacion 209', 'Cuatitlan', 30391, '268527655.7', '268527655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150710', 'RIVERA', 'JESUS', 'ROBINSON', 'ALEJANDRO', 'Calle constinuacion 210', 'Huehuetoca', 28603, '264528655.7', '264528655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150711', 'RIVERA', 'CORT', 'JONATHAN', 'VIVERO', 'Calle constinuacion 211', 'Coacalco', 26815, '260529655.7', '260529655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150712', 'RIVERA', 'MAYA', 'MAURICIO', 'JHON', 'Calle constinuacion 212', 'Tultitlan', 25027, '256530655.7', '256530655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150713', 'RIVERA', 'VILLAMIL', 'JORGE', 'OMAR', 'Calle constinuacion 213', 'Cuatitlan', 23239, '252531655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150714', 'RIVEROS', 'BERNAL', 'LORNA', 'MIREYA', 'Calle constinuacion 214', 'Naucalpan', 21451, '248532655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150715', 'RIVEROS', 'GONZ', 'JHON', 'MAR', 'Calle constinuacion 215', 'Huehuetoca', 19663, '244533655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150716', 'ROBLEDO', 'SERRANO', 'JUAN', 'JOS', 'Calle constinuacion 216', 'Coacalco', 17875, '240534655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150717', 'ROBLES', 'DE', 'LEAL', 'MAR', 'Calle constinuacion 217', 'Tultitlan', 16087, '236535655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150718', 'RODAS', 'MEJ', 'JORGE', 'REINALDO', 'Calle constinuacion 218', 'Cuatitlan', 14299, '232536655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150719', 'RODERO', 'TRUJILLO', 'ALEJANDRO', 'ALEXANDER', 'Calle constinuacion 219', 'Naucalpan', 12511, '228537655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150720', 'RODR', 'D', 'VIVERO', 'SERGIO', 'Calle constinuacion 220', 'Huehuetoca', 10723, '224538655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150721', 'RODR', 'GALLEGO', 'JHON', 'FERNANDO', 'Calle constinuacion 221', 'Coacalco', 58999, '220539655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150722', 'RODR', 'GARZ', 'OMAR', 'ALVARO', 'Calle constinuacion 222', 'Tultitlan', 57211, '216540655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150723', 'RODR', 'G', 'MIREYA', 'ALIETH', 'Calle constinuacion 223', 'Cuatitlan', 55423, '212541655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150724', 'RODR', 'HINESTROZA', 'MAR', 'ANGELA', 'Calle constinuacion 224', 'Naucalpan', 53635, '208542655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150725', 'RODR', 'JAIMES', 'JOS', 'JAVIER', 'Calle constinuacion 225', 'Huehuetoca', 51847, '204543655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150726', 'RODR', 'MAZUERA', 'MAR', 'PEDRO', 'Calle constinuacion 226', 'Coacalco', 50059, '200544655.7', '200544655.7', '15/16');
